Wormbase_Id,gene_name,ID,sequence_1,control_OP50_1,control_OP50_2,sams_1_OP50_1,sams_1_OP50_2,padj,log2FoldChange,pvalue,foldChange,log10padj
WBGene00044489,pudl-1,Y54G2A.46,Y54G2A.46,37.2271862,50.36990953,94.18908953,186.9412122,0.048411777,1.329937547,0.016109255,3,1.315048977
WBGene00020615,,T20D4.9,T20D4.9,2.141258958,0.866627359,12.37830282,16.09762875,0.209050978,1.329907441,0.117553116,3,0.679747796
WBGene00017146,,EGAP1.1,EGAP1.1,3.122917392,2.755669541,15.08665042,21.32242215,0.206100751,1.329830369,0.115316471,3,0.685920425
WBGene00018538,marg-1,F47B7.7,F47B7.7a,418.1765478,550.9482644,1182.514133,1650.248381,0.000644897,1.329796102,4.92E-05,3,3.190509918
WBGene00022385,,Y95B8A.4,Y95B8A.4,9.303514262,13.18777807,16.11804966,77.21389657,0.161963171,1.329524893,0.084008043,3,0.79058373
WBGene00001038,dnj-20,T15H9.7,T15H9.7a,7917.590532,6860.840574,18555.12641,24557.11094,8.71E-05,1.329173076,4.87E-06,3,4.059907645
WBGene00013321,,Y57G11C.31,Y57G11C.31.2,205.032629,195.8774242,585.6988223,594.8625038,0.001700569,1.328604947,0.000156724,3,2.769405855
WBGene00016893,,C53B7.2,C53B7.2,390.4961276,357.685131,763.8626761,1469.877917,0.003576438,1.32859897,0.000390447,3,2.446549291
WBGene00018624,,F48G7.13,F48G7.13,4.165280441,7.505763552,16.10427525,39.60192384,0.188773644,1.328180806,0.102804711,3,0.724058641
WBGene00002990,lin-1,C37F5.1,C37F5.1a,420.0916825,341.9430965,1022.688515,1213.225061,0.000731055,1.327667111,5.74E-05,3,3.13604973
WBGene00018056,,F35F10.6,F35F10.6.1,8.271873004,11.29502764,30.18410122,47.77402412,0.154317442,1.327292696,0.078722458,3,0.811584985
WBGene00015741,,C13F10.1,C13F10.1a,17.8997835,18.6150664,50.88336607,75.17080343,0.104626726,1.327024743,0.046902083,3,0.980357366
WBGene00021619,,Y47D7A.6,Y47D7A.6,10.31466095,9.377808634,35.20829401,42.70537914,0.151323115,1.326881477,0.076776582,3,0.820094728
WBGene00003625,nhr-31,C26B2.3,C26B2.3c.1,909.997434,866.9360323,1863.864255,3382.100615,0.001260023,1.326857761,0.000109251,3,2.899621483
WBGene00008579,,F08G2.8,F08G2.8,29.80115193,27.42524676,66.4198933,124.1323094,0.072745668,1.325967013,0.02833632,3,1.138192862
WBGene00004810,skr-4,Y60A3A.18,Y60A3A.18,241.5693535,216.8410714,657.6584004,688.0744014,0.001397298,1.325920346,0.000123492,3,2.854711034
WBGene00001448,flp-5,C03G5.7,C03G5.7.1,176.3526286,211.1246263,398.536237,760.8253464,0.007324056,1.32581433,0.001000447,3,2.135248356
WBGene00015767,hex-2,C14C11.3,C14C11.3,270.6100924,252.0337617,718.5499891,813.8790087,0.000999437,1.325791281,8.31E-05,3,3.000244639
WBGene00010357,,H03A11.2,H03A11.2,748.0976947,664.1846175,1930.264585,2175.962138,0.000173429,1.324660297,1.07E-05,3,3.760879121
WBGene00014170,,ZK945.8,ZK945.8,0.02532065,0,5.033158548,16.2071948,1,1.324502591,0.096837976,3,NA
WBGene00015247,,B0545.4,B0545.4.2,36.96261657,22.64257787,67.42804251,133.2916294,0.077185669,1.32402598,0.030716816,3,1.112463326
WBGene00019556,,K09C6.2,K09C6.2,0.027435371,0,2.121446584,21.40342569,1,1.323824327,0.096722831,3,NA
WBGene00022630,fbxa-223,ZC513.10,ZC513.10,0.027214092,0,2.02084622,21.26114284,1,1.323824327,0.096722831,3,NA
WBGene00015122,,B0302.5,B0302.5,398.6929589,370.0621873,889.6540899,1372.1113,0.001339831,1.323577767,0.000117387,3,2.872949851
WBGene00020699,,T22F3.10,T22F3.10,5.176129656,3.691786279,21.11972796,24.38605557,0.197814151,1.323479812,0.109358675,3,0.703742644
WBGene00206418,,M04C3.5,M04C3.5a,3.126755006,3.706348429,14.08496815,25.37859432,0.206124742,1.323290773,0.115371091,3,0.685869875
WBGene00017667,ttr-37,F21E9.3,F21E9.3,107.6917452,111.1715922,237.5081712,424.6488641,0.013816042,1.322471007,0.00244097,3,1.859616351
WBGene00009411,,F35E2.3,Pseudogene:F35E2.3,0.026277596,0,3.025246772,19.2386753,1,1.322395179,0.097136049,3,NA
WBGene00194787,,T16G1.13,T16G1.13,0.026277596,0,3.025246772,19.2386753,1,1.322395179,0.097136049,3,NA
WBGene00009396,clec-65,F35C5.8,F35C5.8.2,1122.659888,974.7840684,2171.342882,4016.623014,0.001555957,1.321997767,0.000141941,3,2.808002481
WBGene00011460,ttr-14,T05A10.3,T05A10.3,205.0384368,217.7767889,420.6792263,843.3373577,0.007589304,1.321208285,0.001051731,2,2.119798052
WBGene00013845,fbxa-37,ZC47.14,ZC47.14,26.75706371,61.74722988,132.8214734,145.5875416,0.050799798,1.321050121,0.017218723,2,1.294138019
WBGene00018274,,F41C3.8,F41C3.8b,53.38139294,59.78914487,177.0967184,169.0360044,0.025847499,1.321000869,0.006266837,2,1.587581481
WBGene00006686,twk-34,K06B4.12,K06B4.12,86.16633184,77.85073427,200.2634355,298.3520704,0.017332318,1.320999384,0.003395566,2,1.761143361
WBGene00015790,,C15C7.4,C15C7.4,44.15664733,47.41361406,105.6673949,183.2200661,0.042358101,1.320852566,0.013160283,2,1.373063518
WBGene00195962,,ZK973.13,ZK973.13,30.17695054,13.8034493,86.03044145,64.61672595,0.102065747,1.320836666,0.045342874,2,0.991119983
WBGene00202259,,ZK973.25,ZK973.25,30.17695054,13.8034493,86.03044145,64.61672595,0.102065747,1.320836666,0.045342874,2,0.991119983
WBGene00196043,,ZK973.14,ZK973.14,30.17695054,13.8034493,86.03044145,64.61672595,0.102065747,1.320836666,0.045342874,2,0.991119983
WBGene00197673,,ZK973.17,ZK973.17,30.17695054,13.8034493,86.03044145,64.61672595,0.102065747,1.320836666,0.045342874,2,0.991119983
WBGene00199244,,ZK973.20,ZK973.20,30.17695054,13.8034493,86.03044145,64.61672595,0.102065747,1.320836666,0.045342874,2,0.991119983
WBGene00022040,,Y65B4BR.1,Y65B4BR.1,33.91694235,48.38877025,107.6721761,151.6684083,0.045666745,1.320807792,0.014734495,2,1.34039994
WBGene00015219,,B0507.2,B0507.2,299.3050997,310.1068549,822.2111003,950.390065,0.000667889,1.320516257,5.14E-05,2,3.17529578
WBGene00001650,gon-1,F25H8.3,F25H8.3c,281.1646088,210.457525,634.2897315,817.292268,0.002731759,1.320162612,0.000277493,2,2.563557637
WBGene00001454,flp-11,K02G10.4,K02G10.4c,303.4145532,396.7454681,748.7626884,1308.929797,0.002981897,1.32009461,0.000307338,2,2.525507405
WBGene00019229,ipla-5,H23L24.2,H23L24.2,4.146750536,1.794707454,7.053291363,32.45499042,0.211599702,1.319430337,0.119619747,2,0.674484949
WBGene00013701,,Y106G6D.4,Y106G6D.4,25.70708156,27.43293013,45.29937498,137.3230094,0.095348172,1.319332952,0.041294889,2,1.020687628
WBGene00003214,mel-32,C05D11.11,C05D11.11a.1,12530.57606,11138.53873,29150.59119,39380.09114,9.46E-05,1.319252002,5.34E-06,2,4.02388307
WBGene00000070,acy-3,C44F1.5,C44F1.5,136.3870683,157.8225482,403.5454041,461.3890529,0.004064644,1.319172514,0.00045521,2,2.390977479
WBGene00007422,ugt-17,C08B6.1,C08B6.1b,359.7623608,387.2093757,831.2851238,1356.821883,0.001715361,1.318311281,0.000158406,2,2.765644401
WBGene00008628,ttr-21,F09F3.6,F09F3.6,125.115523,142.5903241,294.8716899,504.1174358,0.00978816,1.317274668,0.001495978,2,2.009298945
WBGene00011789,,T15H9.4,T15H9.4,2.09220512,0.863340093,3.02948566,27.35902985,0.212252087,1.316972668,0.120155597,2,0.673148032
WBGene00008542,scav-6,F07A5.3,F07A5.3,140.4798121,133.0526573,226.4530213,613.0589512,0.023129534,1.316087878,0.005238012,2,1.635833126
WBGene00009722,,F45D3.2,F45D3.2a,89.2570112,120.715259,253.6025385,372.7220036,0.012434597,1.315974553,0.002085406,2,1.905368287
WBGene00219694,linc-36,F41H10.37,WBGene00219694,2.108710099,5.614368363,9.065359702,35.51126615,0.209614084,1.315753941,0.118051638,2,0.67857954
WBGene00017126,,E04F6.6,E04F6.6,55.65632219,61.92965285,158.7624576,200.1921941,0.025927223,1.315714429,0.006303606,2,1.586243993
WBGene00009520,clec-168,F38A1.7,F38A1.7a,0.025648961,0,11.85783669,9.706207315,1,1.31538259,0.09882389,2,NA
WBGene00005550,sri-38,D2062.8,D2062.8,0.024931101,0,10.57279749,10.23954413,1,1.315246391,0.098856309,2,NA
WBGene00015172,,B0410.3,B0410.3,247.0594403,329.1633565,512.2686556,1204.973287,0.010150103,1.314578061,0.001566393,2,1.993529549
WBGene00010268,arrd-10,F58G1.6,F58G1.6,72.85006513,75.00666157,165.0455859,286.1073353,0.023776157,1.314357534,0.005490546,2,1.623858332
WBGene00010381,,H12D21.5,H12D21.5,0.033252388,1.823130102,3.028452723,25.32731882,0.206645504,1.314214603,0.115777835,2,0.684774038
WBGene00044680,,F30A10.13,F30A10.13a,8.241857004,0,23.13234291,29.46118424,0.213229528,1.313864916,0.120788217,2,0.671152655
WBGene00009070,,F23A7.5,F23A7.5,15.44607282,15.07744168,53.31684362,54.94022405,0.119906164,1.313800693,0.056133777,2,0.921158492
WBGene00195178,,ZC581.10,ZC581.10,2.088832267,0,5.037890677,23.30752846,0.20896576,1.313713942,0.117479294,2,0.67992487
WBGene00003519,nac-3,K08E5.2,K08E5.2b.2,338.2468792,385.3111648,782.9794564,1332.365717,0.002336846,1.313637999,0.000227529,2,2.631369913
WBGene00015084,,B0244.9,B0244.9,3.117646482,0.856565386,5.040782145,28.38413151,0.215693732,1.3134999,0.122478214,2,0.666162474
WBGene00016957,atic-1,C55F2.1,C55F2.1b,760.3902841,620.3905808,1472.370138,2582.378962,0.001948187,1.313271127,0.000184028,2,2.7103694
WBGene00004194,prx-5,C34C6.6,C34C6.6a,126.1367236,134.0189559,305.9372066,465.4223588,0.008225115,1.31289491,0.001184702,2,2.084858037
WBGene00021871,dml-1,Y54G2A.5,Y54G2A.5b,4.174629034,11.31799155,18.11998056,49.76999039,0.185098851,1.312865177,0.100181675,2,0.732596278
WBGene00044207,,Y6G8.5,Y6G8.5b,0.043742016,4.669460409,9.876038039,30.31003944,0.215826979,1.312853253,0.122580628,2,0.665894268
WBGene00016717,math-22,C46F9.1,C46F9.1b,65.37839491,85.49709302,178.7080826,276.6899505,0.021958204,1.312849425,0.00487204,2,1.658403189
WBGene00002280,let-2,F01G12.5,F01G12.5b.1,12328.70986,8894.016022,25501.35816,36278.9719,0.000483193,1.312451518,3.53E-05,2,3.315879524
WBGene00015354,snet-1,C02F12.3,C02F12.3.1,229.641106,322.5087061,619.9386914,992.1100683,0.003522645,1.312325609,0.000382721,2,2.453131095
WBGene00014660,,B0457.3,Pseudogene:B0457.3,0.028113662,0.881258413,3.026121468,20.25576772,1,1.312024074,0.110803404,2,NA
WBGene00003606,nhr-7,F54D1.4,F54D1.4,117.9494591,158.7861686,286.8243078,537.7232528,0.012767417,1.31129473,0.002179254,2,1.893896963
WBGene00016095,,C25E10.5,C25E10.5,107.6911081,112.1261714,258.6363871,396.1471167,0.011393522,1.311261556,0.001840193,2,1.943342006
WBGene00018522,,F46H5.7,F46H5.7b.2,1981.674946,1698.747534,4979.097055,5594.295318,9.62E-05,1.311209265,5.45E-06,2,4.016932309
WBGene00008092,gmeb-3,C44F1.2,C44F1.2,2.094350484,0,1.018418001,32.41800758,0.207053249,1.310128376,0.116121776,2,0.683917951
WBGene00020324,,T07F12.4,T07F12.4,49.30294847,92.18328925,116.7547385,326.7942873,0.048605539,1.310103086,0.016216976,2,1.313314234
WBGene00044312,,K04C2.8,K04C2.8,11.33580192,6.506092388,11.08757324,69.05858387,0.186225562,1.310101342,0.100955376,2,0.729960707
WBGene00009801,ipla-2,F47A4.5,F47A4.5,927.4132334,857.4180965,3043.3259,2088.423463,0.000713412,1.309547864,5.56E-05,2,3.146659833
WBGene00001552,gcy-32,C06B3.8,C06B3.8,6.220406067,10.35606531,29.17313329,38.62694706,0.172900029,1.309336818,0.091588258,2,0.762204935
WBGene00021333,,Y34D9A.8,Y34D9A.8b,35.9564959,39.80806104,118.7284284,118.096606,0.047969048,1.309101787,0.015888844,2,1.319038901
WBGene00015002,,B0034.1,B0034.1,18.5439862,33.18184736,68.42493313,101.7517089,0.085612134,1.308865032,0.035471385,2,1.067464677
WBGene00006760,unc-23,H14N18.1,H14N18.1a,583.5720595,560.934528,1384.590657,1917.471545,0.000500054,1.308482776,3.67E-05,2,3.300983477
WBGene00015210,,B0496.1,B0496.1,0.031589182,1.827845711,6.041209057,20.27034567,1,1.308464677,0.118180425,2,NA
WBGene00002881,let-756,C05D11.4,C05D11.4,191.7224632,233.0208131,447.847743,800.5676878,0.006255188,1.308390931,0.000793965,2,2.203759605
WBGene00017310,,F09G2.1,F09G2.1,194.7835932,179.6945715,485.0687852,608.0759803,0.003110657,1.308190073,0.000323886,2,2.507147894
WBGene00194883,,B0496.11,B0496.11,0.024342886,0,8.043585269,12.16631675,1,1.307779758,0.100410638,2,NA
WBGene00017574,,F18F11.1,F18F11.1,169.1749869,187.3254016,428.7162114,613.1503654,0.004246052,1.307773534,0.00048,2,2.372014735
WBGene00017050,,D2024.1,D2024.1,1.066357322,0.86802037,1.319244,27.4903375,0.209835568,1.307763325,0.118210193,2,0.678120896
WBGene00045275,,F18E3.12,F18E3.12,108.728406,142.5959587,156.0153312,629.3123896,0.042756367,1.307330457,0.013350268,2,1.368999202
WBGene00219702,linc-138,F54H5.13,WBGene00219702,0.030712681,1.830370037,16.07789422,9.153135678,1,1.306979301,0.11894574,2,NA
WBGene00012880,,Y45F10C.4,Y45F10C.4,402.7755597,270.0920537,901.7182389,1065.505945,0.002523306,1.306414552,0.000250219,2,2.598030025
WBGene00008762,ztf-2,F13G3.1,F13G3.1,34.92684837,34.09015442,92.5751207,126.2074111,0.056872387,1.305783442,0.020271032,2,1.245098547
WBGene00043062,clec-80,Y54G2A.39,Y54G2A.39,34.00824196,20.40089681,61.53000316,119.1282887,0.090118461,1.304734216,0.038147449,2,1.045186235
WBGene00018869,rfip-1,F55C12.1,F55C12.1d,873.1094808,861.2317332,2104.383016,2869.710194,0.000276205,1.304288309,1.82E-05,2,3.558767925
WBGene00011771,,T14G8.3,T14G8.3b,2037.11041,1825.464637,5010.883059,6028.909171,9.92E-05,1.30385952,5.66E-06,2,4.003314546
WBGene00017653,,F21C10.3,F21C10.3b,38.0088241,44.56956242,110.6888504,145.5660854,0.045760858,1.30335602,0.014776205,2,1.339505843
WBGene00001622,glt-4,T22E5.2,T22E5.2,116.9021301,95.92736165,301.8960493,326.9225889,0.010471613,1.303266326,0.001639913,2,1.979986397
WBGene00014005,,ZK593.9,Pseudogene:ZK593.9,9.778237966,9.368548236,7.448396605,78.8288043,0.193817192,1.303183734,0.106404257,2,0.712607702
WBGene00016714,,C46F2.1,C46F2.1,99.48489721,85.4611629,214.3560031,340.1119431,0.01760828,1.303177403,0.003469273,2,1.754283061
WBGene00000140,anc-1,ZK973.6,ZK973.6,11457.49099,7063.048579,26167.64522,27461.28111,0.000778294,1.30313165,6.22E-05,2,3.108856306
WBGene00009842,igeg-2,F48C5.1,F48C5.1,32.87870622,34.09552743,95.58982415,116.035473,0.058164907,1.303117993,0.020857896,2,1.235338959
WBGene00004264,qua-1,T05C12.10,T05C12.10,73.89704271,136.9250674,258.6329795,365.5969738,0.018182737,1.302773285,0.003660212,2,1.740340754
WBGene00003547,nas-29,F58A6.4,F58A6.4,6.224979848,12.26242503,27.16734639,46.7503371,0.171453118,1.302772759,0.090524271,2,0.765854613
WBGene00015390,,C03F11.4,C03F11.4.2,70.79959363,73.10569184,175.1030855,257.6066219,0.022397745,1.302294772,0.005009821,2,1.64979571
WBGene00001500,ftn-1,C54F6.14,C54F6.14,7.262640333,19.88482784,44.26592837,54.92257451,0.146405886,1.3017882,0.073395148,2,0.834441462
WBGene00022574,,ZC239.16,ZC239.16,22.63278489,27.44804782,66.3920258,98.6962962,0.085026003,1.301433784,0.03511703,2,1.070448237
WBGene00017398,slc-17.6,F12B6.2,F12B6.2d,49.23342651,20.15884911,124.8066752,97.88259498,0.078098145,1.301430517,0.031186015,2,1.107359283
WBGene00020457,fbxa-67,T12B5.11,T12B5.11,90.29097295,75.15309103,231.8221839,261.361305,0.016702106,1.300596472,0.003203782,2,1.777228771
WBGene00003887,osm-7,T05D4.4,T05D4.4b,245.0055288,309.1760774,799.0560255,785.3769305,0.001196912,1.300450474,0.000103112,2,2.921937938
WBGene00011166,chil-22,R09D1.10,R09D1.10,73.8557658,49.28089294,161.0092615,215.8512292,0.031758182,1.30042491,0.008563982,2,1.49814436
WBGene00219991,,H21P03.11,H21P03.11,0.025113224,0,7.181125892,13.83448604,1,1.300238462,0.101994845,2,NA
WBGene00014206,nit-1,ZK1058.6,ZK1058.6,48.38466338,37.01068683,133.6928194,131.9715183,0.045211994,1.300128279,0.014509309,2,1.344746336
WBGene00004184,,T19D2.2,T19D2.2.1,815.7303819,829.8228599,1859.831692,2864.59763,0.000621896,1.300049203,4.71E-05,2,3.20628204
WBGene00011681,,T10B10.4,T10B10.4b,13.89681853,0,7.075169773,76.69711009,0.218338147,1.299450884,0.124507548,2,0.660870379
WBGene00021335,spp-23,Y34D9A.11,Y34D9A.11,190.4870151,253.8444448,367.0172448,952.0248345,0.016847558,1.299307374,0.00325361,2,1.773463051
WBGene00044686,flp-28,W07E11.4,W07E11.4,909.9974513,907.8743775,2110.425017,3095.864082,0.000429593,1.299294471,3.06E-05,2,3.366943213
WBGene00007446,mboa-4,C08F8.4,C08F8.4c,9.297716068,11.28516399,16.11573997,68.06287731,0.176120668,1.299185718,0.093709076,2,0.754189676
WBGene00000277,cab-1,C23H4.1,C23H4.1.1,2725.682651,2765.921582,6491.317233,9158.52035,0.000157056,1.298814735,9.50E-06,2,3.803946154
WBGene00010334,del-5,F59F3.4,F59F3.4.1,49.28509771,60.75036142,142.8941486,190.3861283,0.032172201,1.298640873,0.008733371,2,1.492519224
WBGene00021880,,Y54G2A.15,Y54G2A.15,8.273665209,11.29058527,15.10954731,66.02564047,0.180249455,1.297935544,0.096799599,2,0.744126039
WBGene00007393,fbxa-157,C06H5.2,C06H5.2,39.21816292,60.4368597,137.0528033,164.6069247,0.039406413,1.297544002,0.011742549,2,1.404433101
WBGene00019564,,K09D9.1,K09D9.1,25.72442572,48.41148483,93.58503079,139.4390477,0.063724119,1.2974894,0.023740048,2,1.195696159
WBGene00008737,gnrr-7,F13D2.3,F13D2.3,2.117296809,9.430080003,20.1222631,34.5367327,0.205217356,1.297403523,0.114545244,2,0.687785912
WBGene00005091,srd-13,C39H7.7,C39H7.7,1.08605449,1.843108689,9.365588807,17.55840435,0.220693481,1.297365785,0.126362887,2,0.656210495
WBGene00003978,pes-4,Y119D3B.17,Y119D3B.17,524.7244821,494.7606246,1282.144496,1631.926809,0.000489478,1.296667609,3.58E-05,2,3.310266737
WBGene00019812,,R01H2.4,R01H2.4,1.076799279,4.673419252,9.061636915,28.40379855,0.22138498,1.29585528,0.127007371,2,0.654851847
WBGene00012525,,Y32B12C.1,Y32B12C.1,27.74575949,22.66494418,53.34123938,114.9522132,0.095621925,1.295168616,0.041491952,2,1.019442518
WBGene00020847,cgr-1,T27A10.7,T27A10.7,125.1081066,123.5441768,282.7918211,448.0989185,0.011070481,1.294894289,0.001768807,2,1.955833525
WBGene00016504,,C37C3.12,C37C3.12,32.87269034,29.3292418,88.5457195,108.9038724,0.066420854,1.294727465,0.025061677,2,1.177695547
WBGene00015362,fbxa-105,C02H6.2,C02H6.2,50.31455599,70.27877388,196.212654,163.9608351,0.029850524,1.294047779,0.007816453,2,1.525048038
WBGene00017434,,F13H8.1,F13H8.1b,39.04445236,59.81526816,108.6883328,195.4411877,0.047783527,1.293057381,0.015796422,2,1.320721798
WBGene00023503,,F17C11.13,F17C11.13a,4.225404662,7.537914474,31.64257925,22.14901807,0.200886578,1.292465735,0.111605038,2,0.69704908
WBGene00012636,,Y38H8A.2,Y38H8A.2a,0.028754243,0,1.468464199,23.52900238,1,1.292425086,0.103139015,2,NA
WBGene00009941,,F52F12.8,F52F12.8,0.035603839,2.775207576,6.043690888,24.32815031,0.21978256,1.292395493,0.125603656,2,0.658006771
WBGene00004169,pqn-89,Y73B6BR.1,Y73B6BR.1a,279.8371533,303.4511598,790.0042334,870.9358309,0.000965929,1.292285128,7.96E-05,2,3.015054873
WBGene00019374,,K04A8.2,K04A8.2,0.030733612,1.830309428,8.048700388,17.23707354,1,1.292129176,0.122782324,2,NA
WBGene00021447,,Y39A3CR.8,Y39A3CR.8b,0.058734445,11.33604289,18.11657964,44.68267823,0.21925627,1.292068597,0.125180586,2,0.659047978
WBGene00003590,nex-3,C28A5.3,C28A5.3,126.1390074,143.5447149,291.85271,498.0070638,0.01144539,1.291729851,0.001854955,2,1.941369417
WBGene00009778,,F46C5.1,F46C5.1,8.296639672,27.50456642,46.28888533,79.3310319,0.13721319,1.291226656,0.06730122,2,0.862604138
WBGene00019834,,R02F2.5,R02F2.5,1.07962774,4.66421535,3.033328476,38.52848829,0.224139124,1.291066846,0.129079686,2,0.64948233
WBGene00016269,,C30G4.4,C30G4.4p.1,151.7608897,191.14462,345.1968678,656.9159586,0.011049797,1.290689241,0.001764132,2,1.956645711
WBGene00003567,ncx-2,C10G8.5,C10G8.5b,1415.162609,1849.299159,4114.175171,5075.345826,0.000161693,1.290289949,9.84E-06,2,3.791309737
WBGene00012952,,Y47H9C.9,Y47H9C.9,20.99232493,19.43524664,44.78497418,91.27129591,0.115262547,1.289834027,0.05313333,2,0.938311789
WBGene00015006,,B0041.1,B0041.1,0.024347625,0,6.036350085,14.18511603,1,1.289671178,0.104245029,2,NA
WBGene00235359,,F56D6.22,F56D6.22,0.024347625,0,6.036350085,14.18511603,1,1.289671178,0.104245029,2,NA
WBGene00000776,cpl-1,T03E6.7,T03E6.7b.2,30352.34526,23242.48289,72205.72278,79799.49506,0.000167096,1.288883936,1.02E-05,2,3.777033822
WBGene00016407,,C34D10.2,C34D10.2b.1,1358.790155,1236.261651,3414.717856,3917.024918,0.000133087,1.288479798,7.88E-06,2,3.875865947
WBGene00012107,,T27F6.8,T27F6.8,44.16429787,58.85163608,101.6494772,215.7940661,0.050162333,1.288106897,0.016934256,2,1.299622273
WBGene00000726,col-153,F17C11.3,F17C11.3,68.73673365,52.145907,143.9066984,222.9639605,0.034654846,1.287910399,0.009745997,2,1.460236025
WBGene00012401,irld-57,Y6E2A.8,Y6E2A.8,1.060748753,0,2.021571958,22.27865111,1,1.287408968,0.117306224,2,NA
WBGene00010765,,K10H10.10,K10H10.10a,0.03780656,3.729046687,19.09752174,13.21697483,0.22440704,1.287329496,0.129331333,2,0.648963523
WBGene00003480,klf-3,F54H5.4,F54H5.4b,392.5339836,304.3726005,1053.671778,935.1495703,0.001733805,1.28619883,0.000160647,2,2.760999802
WBGene00022471,,Y119C1B.5,Y119C1B.5,660.9982084,566.1428999,1815.523871,1656.428423,0.000472373,1.285944296,3.44E-05,2,3.325714671
WBGene00195186,,F19G12.10,F19G12.10,3.142858574,9.425803016,26.15038429,29.47752268,0.202770058,1.285873911,0.112764532,2,0.692996175
WBGene00016063,delm-2,C24G7.1,C24G7.1,4.166184388,8.463709759,21.12807482,34.95756631,0.200621992,1.285862941,0.111408308,2,0.697621461
WBGene00013080,,Y51A2D.13,Y51A2D.13a,359.7573018,365.316292,1023.486092,1026.820473,0.000648792,1.28585671,4.97E-05,2,3.187894256
