Wormbase_Id,gene_name,ID,sequence_1,control_OP50_1,control_OP50_2,sams_1_OP50_1,sams_1_OP50_2,padj,log2FoldChange,pvalue,foldChange,log10padj
WBGene00008488,,F01D4.5,F01D4.5b,897.4966312,880.657547,469.0023709,314.8801445,0.002571603,-1.282784658,0.000256602,0,2.589796039
WBGene00009659,,F43G6.7,F43G6.7,717.159102,711.2301266,402.5763824,219.1237953,0.007063815,-1.283027907,0.000949139,0,2.150960683
WBGene00001950,hlh-3,T24B8.6,T24B8.6,135.1318942,109.5751267,72.46954637,24.53784966,0.075900072,-1.283076194,0.029960183,0,1.119757811
WBGene00005024,sqv-6,Y50D4C.4,Y50D4C.4,1664.935806,1439.362374,879.6139172,482.9843386,0.004179727,-1.283203255,0.000470171,0,2.378852113
WBGene00009288,,F31C3.6,F31C3.6a,155.0608638,122.9642291,47.60763486,69.56506451,0.040746194,-1.283270323,0.012384796,0,1.389912952
WBGene00021093,,W08F4.3,W08F4.3,6584.311447,6370.081067,3718.690535,1979.54748,0.002471924,-1.283272029,0.000244205,0,2.606964823
WBGene00019143,,H01M10.1,H01M10.1,207.9232212,220.0777955,113.7382147,67.31942957,0.025081473,-1.283949361,0.005967634,0,1.600646956
WBGene00020194,,T03G6.1,T03G6.1,91.15563113,127.8298227,65.42378498,18.4257422,0.091181889,-1.284091122,0.038755835,0,1.040091415
WBGene00019142,btb-4,F59H6.12,F59H6.12.2,113.7060126,164.0059722,53.36191974,62.19864825,0.038142868,-1.284139927,0.011179276,0,1.418586655
WBGene00044213,,Y102A5C.36,Y102A5C.36.1,178.2016238,178.1712158,76.50760866,75.44972461,0.023251191,-1.28467847,0.005285151,0,1.633554803
WBGene00011741,,T12G3.6,T12G3.6b,4826.037182,5514.416712,3157.111581,1312.266295,0.007253652,-1.284692935,0.000984986,0,2.139443299
WBGene00010120,dot-1.4,F55G7.2,F55G7.2,82.81590525,40.92149594,36.23658321,6.189989471,0.155361843,-1.286044842,0.079476706,0,0.808655634
WBGene00017450,bath-27,F14D2.1,F14D2.1,435.5272576,464.7765468,247.9423969,140.7881954,0.01017955,-1.286198319,0.001572199,0,1.99227143
WBGene00021270,,Y23H5A.3,Y23H5A.3,2337.1433,2454.124551,1316.396453,787.5916465,0.001624762,-1.288669862,0.000149234,0,2.789210303
WBGene00010953,clec-190,M199.4,M199.4,198.7262797,246.7871531,122.7943796,63.24912608,0.028201562,-1.28872977,0.007166186,0,1.549726833
WBGene00016550,,C40A11.7,C40A11.7,29.63263376,6.931529286,5.405218753,3.095747154,0.221204262,-1.28891906,0.126841142,0,0.65520651
WBGene00019514,,K08B4.2,K08B4.2,52.12999208,35.28230708,24.16008065,3.123473268,0.17980619,-1.289666545,0.096427825,0,0.745195361
WBGene00017239,,F08B6.1,F08B6.1,305.7450398,445.5082215,210.6336473,106.1230623,0.018158289,-1.290179442,0.003649942,0,1.740925084
WBGene00011038,,R05H5.3,R05H5.3.2,11430.9314,12035.63387,6868.746563,3337.560296,0.003259752,-1.291495154,0.000344461,0,2.486815397
WBGene00012958,,Y47H10A.2,Y47H10A.2,36.80223436,31.51248939,14.1019879,8.204004977,0.167250994,-1.292142946,0.087611119,0,0.776631291
WBGene00044439,,Y51H7C.15,Y51H7C.15,222.8803514,251.1271485,139.2665312,56.67442037,0.034527825,-1.292524491,0.009676269,0,1.461830777
WBGene00044253,,M117.6,M117.6,166.1370213,212.13548,103.6020939,53.06019451,0.033703537,-1.293558567,0.009328788,0,1.472324525
WBGene00019927,fbxc-24,R07C3.11,R07C3.11,77.73711859,54.32896834,39.25543338,6.191648509,0.146156546,-1.2935709,0.073218677,0,0.835181729
WBGene00001942,his-68,T23D8.6,T23D8.6,1097.348445,1178.563417,648.0188131,337.0891216,0.005101348,-1.29405746,0.000608305,0,2.292315023
WBGene00016737,miro-2,C47C12.4,C47C12.4,8.073011052,11.09847148,0.006216486,0.018066886,1,-1.294304198,0.102682492,0,NA
WBGene00004042,plk-1,C14B9.4,C14B9.4a,10296.60548,8994.347962,5762.703087,2590.810321,0.005183195,-1.294449516,0.000622562,0,2.285402438
WBGene00007965,,C36A4.4,C36A4.4,5174.400731,5312.977602,2866.345611,1733.053669,0.001032742,-1.294486228,8.66E-05,0,2.986008252
WBGene00018828,sdz-21,F54E7.5,F54E7.5,100.2994474,82.92894357,54.35305349,14.34781971,0.102170366,-1.294490474,0.045419515,0,0.990675051
WBGene00018743,,F53B3.5,F53B3.5,1746.895463,1488.870258,1123.152627,187.564835,0.045044422,-1.294860055,0.014433032,0,1.346358985
WBGene00004354,rgs-11,F45B8.1,F45B8.1,631.0713338,575.0861921,352.254011,162.0780916,0.012571294,-1.296110684,0.002122015,0,1.900620026
WBGene00013553,,Y75B8A.18,Y75B8A.18a,678.2436779,763.6314699,407.6080996,210.9757816,0.007439726,-1.296226981,0.001021716,0,2.128443057
WBGene00003912,pal-1,C38D4.6,C38D4.6a,4285.008145,4552.049127,2465.713687,1382.55155,0.00166135,-1.297990397,0.000152801,0,2.779538789
WBGene00000422,ced-8,F08F1.5,F08F1.5,192.7613302,185.4871924,110.3121368,44.76287094,0.042121808,-1.298490104,0.013031679,0,1.375492999
WBGene00001930,his-56,F54E12.3,F54E12.3,38.63331742,58.15420899,24.0132024,9.256423469,0.141855061,-1.301248072,0.07035167,0,0.848155164
WBGene00001920,his-46,B0035.9,B0035.9,38.63331742,58.15420899,24.0132024,9.256423469,0.141855061,-1.301248072,0.07035167,0,0.848155164
WBGene00021861,,Y54F10BM.6,Y54F10BM.6,29.55223276,7.557688287,6.048441851,2.078793941,0.216556155,-1.301878532,0.12318267,0,0.664429469
WBGene00010033,,F54B11.10,F54B11.10,14.31226469,19.19126015,5.042070868,2.075985822,0.216452954,-1.302112515,0.123056892,0,0.664636482
WBGene00004132,ifet-1,F56F3.1,F56F3.1,34417.94786,30371.40538,18767.50899,9288.147134,0.002920487,-1.302371505,0.000300103,0,2.534544649
WBGene00010483,,K01G12.3,K01G12.3,233.5194309,230.5414876,149.9593316,31.6827825,0.063143471,-1.303328666,0.023414155,0,1.199671546
WBGene00018335,,F42A9.6,F42A9.6b,437.4660916,537.1153743,263.6932894,150.864403,0.008490096,-1.303360751,0.00123212,0,2.071087391
WBGene00019683,,K12H6.2,K12H6.2,232.486214,210.5117836,120.7819159,63.24875135,0.026344265,-1.303651318,0.006457488,0,1.579313915
WBGene00219313,,C17E4.20,C17E4.20,924.0774177,687.3455878,532.3941581,126.4351024,0.035412198,-1.303772475,0.010045344,0,1.450847114
WBGene00000196,aars-1,W02B12.6,W02B12.6a,395.449571,438.9664404,211.9864818,146.1706208,0.006459984,-1.304170318,0.00083117,0,2.189768586
WBGene00021458,,Y39G10AL.1,Y39G10AL.1b,45.42256548,41.2170806,23.99865616,1.837462992,0.190671427,-1.304228568,0.104110026,0,0.719714383
WBGene00004985,spo-11,T05E11.4,T05E11.4b,1181.35548,1388.073919,666.2589765,448.3393208,0.001290642,-1.305122935,0.000112386,0,2.889194123
WBGene00012110,,T28A8.4,T28A8.4,972.3059122,1024.421841,559.5762188,296.5520107,0.004835038,-1.305446639,0.000566959,0,2.315600144
WBGene00012566,fbxa-211,Y37H2A.6,Y37H2A.6,170.0684808,259.2286756,93.61640818,85.64274405,0.018945771,-1.305891248,0.003903872,0,1.722487727
WBGene00020951,sna-1,W02F12.6,W02F12.6,2333.046573,2491.256096,1293.249978,801.8534733,0.001102019,-1.305970273,9.38E-05,0,2.957810881
WBGene00022034,deps-1,Y65B4BL.2,Y65B4BL.2b.2,12464.30554,11358.31031,7005.708226,3230.398667,0.003990594,-1.30683857,0.000445186,0,2.398962428
WBGene00014615,,Y116F11A.4,Pseudogene:Y116F11A.4,23.48339742,20.03909469,8.060424459,0.036543236,0.216805061,-1.30806466,0.123378003,0,0.663930584
WBGene00019918,fbxc-36,R07C3.2,R07C3.2,289.8208866,202.8154868,131.8533064,73.43551371,0.024838941,-1.308286388,0.005889916,0,1.604866926
WBGene00044905,,T26E3.11,Pseudogene:T26E3.11,16.32238836,12.44112324,4.03476551,1.052929183,0.217279187,-1.308952198,0.123742079,0,0.662981873
WBGene00012974,,Y48A6C.1,Pseudogene:Y48A6C.1,419.3318572,433.8879859,211.5848117,154.2271368,0.005270513,-1.309043896,0.000636643,0,2.278147149
WBGene00007580,,C14B1.9,C14B1.9,5130.344209,5425.865112,2966.904414,1580.193516,0.001907722,-1.30998154,0.000179717,0,2.719484854
WBGene00012527,set-22,Y32F6A.1,Y32F6A.1.2,1892.456081,2138.134503,1078.885032,662.2834976,0.001297858,-1.310038655,0.000113175,0,2.886772855
WBGene00004916,snr-3,T28D9.10,T28D9.10a,2881.22715,2943.37766,1538.814172,990.3231931,0.000749778,-1.310470327,5.94E-05,0,3.125067367
WBGene00000561,cnd-1,C34E10.7,C34E10.7,110.5338726,91.51414931,63.40716039,4.160413394,0.142343563,-1.311700512,0.070655692,0,0.846662168
WBGene00016029,elf-1,C24A1.2,C24A1.2b.1,338.8639873,419.5260112,218.1501929,96.61166561,0.018633334,-1.312998105,0.003810689,0,1.72970942
WBGene00003993,pgl-2,B0523.3,B0523.3,1213.100716,1292.854208,686.3846967,387.2203217,0.002838702,-1.31341012,0.000290644,0,2.546880213
WBGene00003835,nxf-2,C15H11.6,C15H11.6.2,1576.847428,1645.991936,913.8313596,459.5566644,0.003946075,-1.315183875,0.000438263,0,2.403834695
WBGene00003785,nos-3,Y53C12B.3,Y53C12B.3a,10745.39523,9108.564913,5894.542577,2551.080147,0.005281158,-1.316149978,0.000638256,0,2.27727085
WBGene00003979,pes-5,T27D12.4,T27D12.4b,559.3154757,433.2034161,277.7814321,139.6623655,0.012422948,-1.316850096,0.002082682,0,1.905775343
WBGene00015463,hpo-9,C05C8.6,C05C8.6,3612.830337,3760.091538,2093.341639,1054.514308,0.002678111,-1.31741774,0.000270384,0,2.572171401
WBGene00044281,,R04A9.7,R04A9.7,96.0952103,38.98502993,39.25516861,2.112265653,0.169193632,-1.317564766,0.089027204,0,0.771615987
WBGene00021486,lbp-9,Y40B10A.1,Y40B10A.1a,10613.26985,11888.11834,5853.286051,3887.681027,0.000335303,-1.317667869,2.28E-05,0,3.474562758
WBGene00001964,hlh-25,C17C3.7,C17C3.7,10.80197384,13.03117043,2.534711074,0.023127605,1,-1.318204987,0.115832785,0,NA
WBGene00018444,fbxb-48,F45C12.13,F45C12.13,40.83702747,21.92247796,14.09812719,0.045669965,0.20638873,-1.320081625,0.115595596,0,0.685314022
WBGene00017462,,F14D2.14,F14D2.14,59.40619293,92.62415096,38.25556884,17.39397938,0.091517723,-1.321361689,0.038963641,0,1.038494793
WBGene00021605,,Y46H3C.5,Y46H3C.5,496.6481766,509.7351498,269.6113025,155.2249076,0.006903051,-1.322428201,0.000910852,0,2.160958908
WBGene00017674,,F21F3.4,F21F3.4,250.0893318,271.1497449,113.8355723,105.2239757,0.009490178,-1.323768877,0.001434153,0,2.022725642
WBGene00016912,clec-86,C54D1.2,C54D1.2,69.66238521,114.79341,35.46580659,36.61005519,0.061305054,-1.323955425,0.022486907,0,1.212503721
WBGene00194674,,F23D12.11,F23D12.11,704.881474,780.7597814,359.3067432,277.1814011,0.001289559,-1.324068932,0.000112212,0,2.889558847
WBGene00010689,,K08H2.2,K08H2.2,47.01296785,32.42975077,20.13639341,4.139777151,0.164730843,-1.324297717,0.085903025,0,0.78322508
WBGene00219315,,F07E5.12,F07E5.12,11.27613505,26.91177104,6.048933048,2.079690806,0.206116818,-1.324738495,0.115341106,0,0.685886571
WBGene00013410,fbxb-94,Y63D3A.11,Pseudogene:Y63D3A.11,33.55944066,15.09166169,9.208045414,0.039075981,0.209835568,-1.324799936,0.11821539,0,0.678120896
WBGene00016546,,C40A11.3,C40A11.3,90.00910213,56.21004248,43.28099494,5.174604993,0.139618175,-1.325005041,0.068913489,0,0.855058044
WBGene00003394,mom-1,T07H6.2,T07H6.2,297.0365277,268.5785498,143.9323044,91.77018614,0.013275042,-1.325262587,0.002306986,0,1.876964086
WBGene00012098,fbxb-86,T27E9.8,T27E9.8,17.33669222,12.44111385,4.034766127,0.027666404,0.210167268,-1.325395694,0.118506464,0,0.677434921
WBGene00195070,,C16C8.20,C16C8.20,81.90009911,88.71106139,36.24814112,29.6071621,0.06265611,-1.325408489,0.023182955,0,1.203036571
WBGene00008516,,F02C12.2,F02C12.5c,61.40286281,62.98663581,27.18799442,18.40109135,0.094009451,-1.325703686,0.040487863,0,1.026828483
WBGene00015759,,C14C6.5,C14C6.5,1958.029499,2154.305334,752.8210954,1033.077818,0.000212668,-1.326171098,1.35E-05,0,3.672298391
WBGene00013234,fbxb-24,Y56A3A.15,Y56A3A.15,62.13411701,40.88886563,25.74411642,9.238285472,0.131632769,-1.3268927,0.063617746,0,0.880635982
WBGene00016486,fbxa-170,C36C9.3,C36C9.3,458.9477254,463.75575,248.5970665,136.6033352,0.00831368,-1.329762827,0.00119952,0,2.080206693
WBGene00022335,,Y82E9BR.2,Y82E9BR.2,899.5045669,956.550586,502.2726294,280.9024743,0.003466622,-1.329828212,0.000374271,0,2.460093457
WBGene00010194,btb-19,F57C2.2,F57C2.2,972.1098416,1026.129973,547.4699086,295.4517191,0.003695592,-1.330883093,0.00040655,0,2.432315938
WBGene00016779,sdz-7,C49D10.11,C49D10.11.2,22.43373518,11.43750496,2.026076875,5.122962626,0.205755687,-1.33135756,0.114947739,0,0.686648152
WBGene00043980,,F11D5.7,F11D5.7,47.04005322,40.08693168,18.12899828,11.26491369,0.130103799,-1.332335592,0.062606861,0,0.885710021
WBGene00021055,,W06A11.4,W06A11.4,173.3655633,165.9501452,73.06515875,66.46856906,0.021448232,-1.332371645,0.004705717,0,1.668608492
WBGene00050903,,Y17D7C.4,Pseudogene:Y17D7C.4,145.3513923,105.7486481,77.49871629,13.3368583,0.093672437,-1.3331323,0.040296274,0,1.028388179
WBGene00018900,rod-1,F55G1.4,F55G1.4,6335.278669,4997.419843,3001.124795,1843.029504,0.001054761,-1.333246045,8.90E-05,0,2.976845863
WBGene00017296,,F09E10.6,F09E10.6,10.27837692,37.47878915,8.062839545,3.104562916,0.195929004,-1.333713721,0.107846578,0,0.707901269
WBGene00018355,ceh-86,F42G2.6,F42G2.6,388.1891321,291.3724826,211.3524726,57.15338025,0.038963808,-1.334697445,0.011535799,0,1.40933861
WBGene00006559,tbx-40,Y73F8A.17,Y73F8A.17,15.5049952,8.386276453,2.534691929,0.023093103,1,-1.334840974,0.11146613,0,NA
WBGene00021045,,W05H7.2,W05H7.2,22.39350469,53.46563243,6.441804972,16.65932034,0.160492213,-1.335067718,0.083029764,0,0.794546034
WBGene00013443,such-1,Y66D12A.17,Y66D12A.17,2533.841658,2275.126552,1383.823039,629.6937838,0.004608737,-1.3367606,0.000535282,0,2.336418059
WBGene00077787,,T05E12.10,T05E12.10,51.19558387,71.64067727,28.19294756,15.34932643,0.099232754,-1.337491897,0.043577485,0,1.003344954
WBGene00004383,rnh-2,T13H5.7,T13H5.7,915.9640657,1055.87155,532.4045121,293.4952348,0.003293478,-1.337657332,0.000348736,0,2.482345292
WBGene00008173,,C48B4.10,C48B4.10,736.6573134,877.8805179,395.5368809,287.3721632,0.001311183,-1.337672112,0.0001145,0,2.882336535
WBGene00011153,,R09A8.2,R09A8.2,792.9863305,830.2471767,483.0856935,181.4414415,0.012840135,-1.337786814,0.002198966,0,1.891430424
WBGene00016392,sdha-2,C34B2.7,C34B2.7.1,3429.402082,3296.503459,1786.390066,1070.808928,0.000877583,-1.337793972,7.14E-05,0,3.056711815
WBGene00000479,cgh-1,C07H6.5,C07H6.5,88999.1321,81606.67756,49441.81845,22131.67983,0.003276856,-1.338233919,0.000346471,0,2.484542631
WBGene00011388,,T02G6.5,T02G6.5b,367.7218766,314.257625,199.2788495,75.48579769,0.023967845,-1.339044187,0.005546696,0,1.620371017
WBGene00020910,dgtr-1,W01A11.2,W01A11.2,1876.033473,1839.199587,967.1746521,609.3075792,0.000913643,-1.339135031,7.47E-05,0,3.039223342
WBGene00020687,ruvb-2,T22D1.10,T22D1.10,2833.055851,2739.662319,1441.1932,928.1795509,0.00059366,-1.340401226,4.46E-05,0,3.226462269
WBGene00006380,tab-1,F31E8.3,F31E8.3,28.62729122,29.64620342,9.072278229,8.195584328,0.16339151,-1.34047886,0.084900801,0,0.786770514
WBGene00017549,pid-1,F18A1.8,F18A1.8,1380.092543,1289.002505,711.5458635,413.7078251,0.001984637,-1.340507101,0.000188562,0,2.70231898
WBGene00015903,,C17E7.9,C17E7.9a,315.9662751,298.1252077,171.9970672,78.32311925,0.019124568,-1.341277278,0.003951739,0,1.718408374
WBGene00011155,,R09B3.2,R09B3.2,5923.40508,5727.580232,3297.005563,1587.328852,0.002538012,-1.341825253,0.000252322,0,2.595506401
WBGene00020064,kbp-1,R13F6.1,R13F6.1,506.1051515,591.3642263,306.9670193,142.7219596,0.009943117,-1.343081678,0.001525207,0,2.002477458
WBGene00018442,sdz-18,F45C12.11,F45C12.11,34.69732468,17.14501317,11.07915189,1.068047696,0.19354234,-1.343988355,0.106193389,0,0.713224013
WBGene00015569,,C07D10.5,C07D10.5.2,1072.61776,688.2551863,575.6695939,113.1930828,0.038760143,-1.345463276,0.011441869,0,1.411614632
WBGene00001105,dsl-3,Y41D4B.10,Y41D4B.10a,129.98533,94.3223195,65.42421027,16.38969454,0.081582924,-1.346188232,0.033104235,0,1.088400731
WBGene00006956,wrt-10,ZK1290.8,ZK1290.8,457.8534,321.8095715,230.4769571,81.60067868,0.025525644,-1.346229979,0.006144893,0,1.593023286
WBGene00022399,,Y97E10AR.4,Y97E10AR.4,2000.036536,2194.289754,1085.930965,681.6402159,0.000739204,-1.346849052,5.83E-05,0,3.13123544
WBGene00219275,,Y39G10AR.32,Y39G10AR.32a,589.0942449,652.2603142,293.8906196,227.2623933,0.001467426,-1.348445647,0.000132328,0,2.833443671
WBGene00007515,,C10C6.7,C10C6.7c,68.60181242,87.80946405,35.2395775,22.48171537,0.07127312,-1.348513524,0.02752419,0,1.147074231
WBGene00006402,fut-3,F59E12.13,F59E12.13.1,1451.839433,1527.014947,790.0458445,456.496487,0.001555957,-1.349361958,0.00014195,0,2.808002481
WBGene00009086,,F23D12.2,F23D12.2,606.475289,553.201609,327.0947997,146.7982147,0.010245822,-1.350367203,0.001590055,0,1.989453174
WBGene00001598,glh-1,T21G5.3,T21G5.3,7228.24294,7127.231699,3683.72221,2385.111244,0.000318951,-1.351310287,2.16E-05,0,3.496275826
WBGene00003801,npp-15,C29E4.4,C29E4.4,3103.558315,2930.981421,1579.070506,960.7824212,0.000747186,-1.35140237,5.91E-05,0,3.126571551
WBGene00011229,,R11.4,R11.4,99.23993458,68.61389722,49.31991395,6.196653247,0.120832421,-1.354318916,0.056750424,0,0.917816523
WBGene00018452,,F45D11.5,F45D11.5,37.70918244,8.49619277,8.061244597,0.037572431,0.199541197,-1.355764765,0.110610255,0,0.699967426
WBGene00013779,,Y116A8B.1,Y116A8B.1,32.16825727,15.96788646,6.947692652,6.154789121,0.179406988,-1.355816683,0.096102547,0,0.746160645
WBGene00004391,rnr-1,T23G5.1,T23G5.1.2,13788.61785,12204.06072,7325.656932,3458.795221,0.002416793,-1.356936218,0.00023741,0,2.616760472
WBGene00235268,,Y54G2A.76,Y54G2A.76,36.90385154,84.14895526,27.18661159,13.31384321,0.108689595,-1.356976106,0.04924034,0,0.96381203
WBGene00007124,,B0250.7,B0250.7c,312.5320662,369.318277,167.5842242,111.9521955,0.007305007,-1.357190317,0.000996487,0,2.136379355
WBGene00003601,nhr-2,C32F10.6,C32F10.6,896.3873314,594.9802936,455.910895,137.6386065,0.022735319,-1.357282659,0.005103646,0,1.643298955
WBGene00014113,hpo-40,ZK856.12,ZK856.12.1,4379.241347,3993.257523,2369.09716,1092.212085,0.003108037,-1.357448852,0.000323421,0,2.507513885
WBGene00009656,,F43G6.3,Pseudogene:F43G6.3,498.2701547,453.2572781,278.7850411,100.9580351,0.018158289,-1.358032127,0.003646475,0,1.740925084
WBGene00015456,,C04G6.6,C04G6.6,108.5112122,99.13962973,34.24131122,45.89469683,0.043747297,-1.360742046,0.013828397,0,1.359048773
WBGene00044998,,M199.9,M199.9,27.61979376,34.44992755,10.07866664,8.198543336,0.152214227,-1.360979779,0.077375958,0,0.817544755
WBGene00010519,,K03A11.1,K03A11.1,310.2904716,198.036403,140.9089195,59.18146861,0.028737993,-1.361462447,0.007395224,0,1.541543568
WBGene00015011,,B0041.8,B0041.8.2,2654.784407,2864.402812,1464.339232,827.327544,0.001025895,-1.362046538,8.58E-05,0,2.988897265
WBGene00014667,,C06A1.4,Pseudogene:C06A1.4,11148.54843,9800.267895,5801.100531,2877.182757,0.001825032,-1.362529635,0.000170344,0,2.738729463
WBGene00000064,act-2,T04C12.5,T04C12.5.1,43862.61293,40226.9629,21192.31389,14182.20806,0.000192081,-1.362701443,1.20E-05,0,3.716516533
WBGene00219803,,C06A1.12,C06A1.12,1970.304709,1992.46686,1050.705492,593.0120546,0.001283348,-1.362880125,0.000111512,0,2.891655571
WBGene00220225,,Y105E8A.50,Y105E8A.50,25.5405628,22.95392292,9.068277452,3.105327474,0.177723513,-1.363266257,0.094859305,0,0.750255112
WBGene00010227,,F58A4.2,F58A4.2,1698.755518,1593.61028,958.111425,379.0820289,0.007020896,-1.363670278,0.000940668,0,2.153607445
WBGene00007331,pho-11,C05C10.4,C05C10.4.3,2391.466929,2825.407159,1212.742444,980.1281192,9.65E-05,-1.363751879,5.48E-06,0,4.015570659
WBGene00008537,,F02H6.4,Pseudogene:F02H6.4a,775.6351578,650.6218829,436.5072108,128.4597962,0.020878567,-1.364014745,0.004510857,0,1.680299309
WBGene00016886,fbxb-96,C52E2.7,C52E2.7,26.55449693,21.02506497,8.062995407,4.121890295,0.175550811,-1.364209992,0.093351469,0,0.75559716
WBGene00010989,,R03D7.2,R03D7.2,575.1785146,574.3942882,308.5085688,160.3438607,0.00611518,-1.364683325,0.000770888,0,2.213590765
WBGene00004338,rfc-2,F58F6.4,F58F6.4,1152.637478,1200.52389,640.0896462,325.0803999,0.003185177,-1.365077279,0.000333641,0,2.496866404
WBGene00017485,,F15E6.4,F15E6.4,201.7644317,204.8418638,83.55350351,80.54820594,0.01284003,-1.365152895,0.002193986,0,1.891433954
WBGene00020304,fbxa-200,T07D3.1,T07D3.1,94.21903646,124.0061875,52.34807829,29.62112001,0.047727843,-1.365888905,0.015772226,0,1.321228192
WBGene00011012,,R04D3.4,R04D3.4,418.958359,370.4327446,220.4154483,94.84079499,0.014929526,-1.366580552,0.002732376,0,1.825953984
WBGene00017538,ceh-49,F17A9.6,F17A9.6,921.0216759,770.2047805,513.2764968,156.995408,0.017795558,-1.366977945,0.003541465,0,1.749688401
WBGene00011231,,R11A5.3,R11A5.3,207.8179032,119.952563,75.49820375,53.05126806,0.03149124,-1.367267289,0.008443204,0,1.50181024
WBGene00007182,fbxb-119,B0462.3,B0462.3,47.99317274,21.88454582,16.11181184,3.116709219,0.164269309,-1.367623516,0.085458728,0,0.78444357
WBGene00015063,,B0228.6,B0228.6,245.7858537,209.5571337,136.8790428,34.7376901,0.045218897,-1.368155885,0.014514327,0,1.344680038
WBGene00001872,him-14,ZK1127.11,ZK1127.11,1107.283625,1134.705109,591.8034744,329.3664897,0.002121389,-1.368677676,0.000203279,0,2.673379686
WBGene00015589,,C08A9.9,C08A9.9.1,42.98340808,54.47827728,24.16347531,6.182617414,0.129833287,-1.369656125,0.062442288,0,0.886613946
WBGene00016733,phat-2,C46H11.9,C46H11.9,46.18456467,187.1676799,56.37289104,23.51680516,0.085309084,-1.369889691,0.035285135,0,1.069004722
WBGene00014918,fbxa-123,Y53C10A.14,Pseudogene:Y53C10A.14,200.76424,238.1282297,99.65329529,75.46396708,0.01284004,-1.370154712,0.002196659,0,1.891433631
WBGene00012436,flh-3,Y11D7A.13,Y11D7A.13,1273.514817,1136.696426,703.4898385,264.9813386,0.009027511,-1.371322349,0.001343356,0,2.044431973
WBGene00019923,fbxc-29,R07C3.7,R07C3.7,68.49019627,39.05636638,28.18777157,5.166973066,0.134145409,-1.371550594,0.065231167,0,0.872424185
WBGene00044436,,Y47G6A.31,Y47G6A.31,98.28827085,109.686292,59.38605727,13.33256199,0.081913147,-1.372096235,0.033295784,0,1.086646389
WBGene00010077,,F55A11.4,F55A11.4b,940.4137782,517.8188097,410.626579,173.2888873,0.015066825,-1.372184037,0.002767776,0,1.821978255
WBGene00021607,,Y46H3C.7,Y46H3C.7,628.5297661,529.8560668,323.6933472,142.1433731,0.010143124,-1.372241138,0.001564688,0,1.993828245
WBGene00015494,,C05E11.3,C05E11.3b,243.7960677,289.6262208,148.9597746,58.16483116,0.024041166,-1.372393478,0.005587504,0,1.619044479
WBGene00013445,,Y66D12A.19,Y66D12A.19,1098.327398,1120.558594,573.6688542,338.3195331,0.001532391,-1.372934677,0.000139231,0,2.814630336
WBGene00007225,,C01G6.3,C01G6.3,6584.252099,4990.755845,3564.705106,1039.246747,0.013200677,-1.374073602,0.002286699,0,1.879403812
WBGene00022508,,ZC53.1,ZC53.1,559.3129503,450.3645158,306.9622904,84.6625704,0.025927223,-1.374179374,0.006302894,0,1.586243993
WBGene00007833,oac-6,C31A11.5,C31A11.5,109.5904609,146.8638862,61.40634912,35.73530421,0.037786975,-1.374798872,0.011018762,0,1.422657875
WBGene00020295,pqbp-1.2,T07A9.1,T07A9.1b,298.5939845,290.9304508,137.7959625,101.882772,0.007165045,-1.375646435,0.000968957,0,2.144781061
WBGene00006929,vit-5,C04F6.1,C04F6.1,377903.9218,255131.1682,194941.2206,56987.51082,0.01308768,-1.376053587,0.002252525,0,1.883137336
WBGene00019925,fbxc-31,R07C3.9,R07C3.9,21.41539756,12.41032257,5.041785381,1.056727111,0.191014569,-1.377117236,0.104332903,0,0.718933507
WBGene00010367,,H05L14.2,H05L14.2,2917.057204,2595.907362,1482.453837,777.4109684,0.001606006,-1.377349302,0.000147114,0,2.794252709
WBGene00000499,chk-2,Y60A3A.12,Y60A3A.12,575.7314603,550.5678764,320.9146201,126.9356853,0.01209385,-1.37757364,0.002006952,0,1.917435416
WBGene00009921,,F52B5.2,F52B5.2,2481.616375,2659.749787,1285.200948,837.5104798,0.000342593,-1.379470589,2.35E-05,0,3.4652218
WBGene00016308,,C32B5.15,C32B5.15,29.61212834,21.01170417,10.07387575,2.087979867,0.174930142,-1.379714209,0.09295637,0,0.757135353
WBGene00007092,,B0001.7,B0001.7a,3083.062372,2907.188892,1553.910388,910.8652055,0.000713412,-1.380083696,5.57E-05,0,3.146659833
WBGene00015111,,B0281.4,B0281.4,38.87417178,44.93085382,3.041736239,21.41713085,0.14770539,-1.380453659,0.074314989,0,0.830603657
WBGene00021037,fbxa-203,W05F2.5,W05F2.5.2,135.2198763,197.347496,65.43840023,64.24727938,0.020223014,-1.380675359,0.004302796,0,1.694154125
WBGene00011117,,R07E5.11,R07E5.11,227.4135736,286.7866429,124.8115333,78.52773648,0.012043469,-1.381135414,0.001991446,0,1.919248412
WBGene00019700,btb-11,M01D1.3,M01D1.3,98.17058198,49.49992075,41.26982728,5.174538413,0.12428108,-1.381276285,0.058863093,0,0.905594982
WBGene00001599,glh-2,C55B7.1,C55B7.1,3667.681988,3359.868399,1850.548516,1034.035253,0.000924135,-1.381556608,7.57E-05,0,3.034264481
WBGene00009179,kbp-3,F26H11.1,F26H11.1,1545.101331,1823.095149,872.5719971,501.323292,0.001112002,-1.381866855,9.48E-05,0,2.953894318
WBGene00006558,tbx-39,Y73F8A.16,Y73F8A.16,8.98089584,16.57887421,2.515238152,0.024274543,1,-1.38221612,0.100252223,0,NA
